sample_uid,dataset,split,neg_type,label,s_id,group_id,is_mismatch_s,style_ref_text_uid,query_text_uid
S000000023,CCAT50,dev,NEG-Anchor,0,3,3,0,4e8fff2048de40a9,33db2ad27ceec464
S000000024,CCAT50,dev,NEG-neutral,0,3,3,0,4e8fff2048de40a9,ffc07c08fe9b2508
S000000026,CCAT50,dev,NEG-Mismatch-S,0,3,3,1,df389c0879003664,ff0630ece6b9bb34
S000000027,CCAT50,dev,NEG-Mismatch-S,0,3,3,1,0d282f808e9ff5b2,ff0630ece6b9bb34
S000000028,CCAT50,dev,NEG-Mismatch-S,0,3,3,1,67f25aa4571014b9,ff0630ece6b9bb34
S000000029,CCAT50,dev,POS,1,4,4,0,f494b99f740bc95a,a69b45f2b4f21ad1
S000000030,CCAT50,dev,NEG-Anchor,0,4,4,0,f494b99f740bc95a,6f44e060afc142be
S000000031,CCAT50,dev,NEG-neutral,0,4,4,0,f494b99f740bc95a,912c5c30c2208515
S000000032,CCAT50,dev,NEG-wrong_ref_s,0,4,4,0,f494b99f740bc95a,8fefae9664bfd6da
S000000033,CCAT50,dev,NEG-Mismatch-S,0,4,4,1,b4d4eb5a17cca4e3,a69b45f2b4f21ad1
S000000034,CCAT50,dev,NEG-Mismatch-S,0,4,4,1,f860baf139e90761,a69b45f2b4f21ad1
S000000035,CCAT50,dev,NEG-Mismatch-S,0,4,4,1,adeea557ce6e7159,a69b45f2b4f21ad1
S000000036,CCAT50,dev,POS,1,5,5,0,7e77a96803f99dfa,e50f1a4e7ea22498
S000000037,CCAT50,dev,NEG-Anchor,0,5,5,0,7e77a96803f99dfa,6156613129e6ff23
S000000038,CCAT50,dev,NEG-neutral,0,5,5,0,7e77a96803f99dfa,4fefdb992891b59e
S000000039,CCAT50,dev,NEG-wrong_ref_s,0,5,5,0,7e77a96803f99dfa,8ef06917a7ede8c2
S000000040,CCAT50,dev,NEG-Mismatch-S,0,5,5,1,4228404d25c4f2f8,e50f1a4e7ea22498
S000000041,CCAT50,dev,NEG-Mismatch-S,0,5,5,1,68afd58e628b1f10,e50f1a4e7ea22498
S000000042,CCAT50,dev,NEG-Mismatch-S,0,5,5,1,d1df446d73fe95cf,e50f1a4e7ea22498
S000000043,CCAT50,dev,POS,1,6,6,0,20025ff90a0f2733,2ccd21f44708fadf
S000000044,CCAT50,dev,NEG-Anchor,0,6,6,0,20025ff90a0f2733,b6d0e9184f473f9c
S000000045,CCAT50,dev,NEG-neutral,0,6,6,0,20025ff90a0f2733,c8e77e58d3d34122
S000000046,CCAT50,dev,NEG-wrong_ref_s,0,6,6,0,20025ff90a0f2733,3d8e1601b7a9d7da
S000000047,CCAT50,dev,NEG-Mismatch-S,0,6,6,1,81eb8a2d9573b122,2ccd21f44708fadf
S000000048,CCAT50,dev,NEG-Mismatch-S,0,6,6,1,24959bd5f03ca98b,2ccd21f44708fadf
S000000049,CCAT50,dev,NEG-Mismatch-S,0,6,6,1,bdc69c69fbc7ebd1,2ccd21f44708fadf
S000000050,CCAT50,dev,POS,1,7,7,0,d97a6a1338cb7a51,d4fbaa6da2f8b09c
S000000051,CCAT50,dev,NEG-Anchor,0,7,7,0,d97a6a1338cb7a51,dde75f60d76fe38a
S000000052,CCAT50,dev,NEG-neutral,0,7,7,0,d97a6a1338cb7a51,95d94cfe72f27098
S000000054,CCAT50,dev,NEG-Mismatch-S,0,7,7,1,259b8208e23f16a2,d4fbaa6da2f8b09c
S000000055,CCAT50,dev,NEG-Mismatch-S,0,7,7,1,be512bf75ae917d2,d4fbaa6da2f8b09c
S000000056,CCAT50,dev,NEG-Mismatch-S,0,7,7,1,0557275fd6fbab22,d4fbaa6da2f8b09c
S000000057,CCAT50,dev,POS,1,8,8,0,bd180979ae3fb264,d4a3cc651738a300
S000000058,CCAT50,dev,NEG-Anchor,0,8,8,0,bd180979ae3fb264,2ca6c19ab15bf678
S000000059,CCAT50,dev,NEG-neutral,0,8,8,0,bd180979ae3fb264,fb4a6a19fdbe9ddf
S000000060,CCAT50,dev,NEG-wrong_ref_s,0,8,8,0,bd180979ae3fb264,e9304216e63d43cc
S000000061,CCAT50,dev,NEG-Mismatch-S,0,8,8,1,e20d590c19ab423c,d4a3cc651738a300
S000000062,CCAT50,dev,NEG-Mismatch-S,0,8,8,1,c5075ea68bcf845c,d4a3cc651738a300
S000000063,CCAT50,dev,NEG-Mismatch-S,0,8,8,1,b5fae1e186826f23,d4a3cc651738a300
S000000064,CCAT50,dev,POS,1,9,9,0,4f63e46428a02534,19027cc6d27936af
S000000065,CCAT50,dev,NEG-Anchor,0,9,9,0,4f63e46428a02534,4a56d1dc71c46f9b
S000000066,CCAT50,dev,NEG-neutral,0,9,9,0,4f63e46428a02534,62243ccc2e64843d
S000000068,CCAT50,dev,NEG-Mismatch-S,0,9,9,1,1d1121f41aa6f34a,19027cc6d27936af
S000000069,CCAT50,dev,NEG-Mismatch-S,0,9,9,1,7462c4790afb5d93,19027cc6d27936af
S000000070,CCAT50,dev,NEG-Mismatch-S,0,9,9,1,efd0f1d42ac1456a,19027cc6d27936af
S000000071,CCAT50,dev,POS,1,10,10,0,b0934322ec843857,3c02ee36c238db30
S000000072,CCAT50,dev,NEG-Anchor,0,10,10,0,b0934322ec843857,d653bb6bb0345889
S000000073,CCAT50,dev,NEG-neutral,0,10,10,0,b0934322ec843857,39daef55ab4c7723
S000000074,CCAT50,dev,NEG-wrong_ref_s,0,10,10,0,b0934322ec843857,b44b0850ef52c87b
S000000075,CCAT50,dev,NEG-Mismatch-S,0,10,10,1,053ad8f8c3ee3a8a,3c02ee36c238db30
S000000076,CCAT50,dev,NEG-Mismatch-S,0,10,10,1,cad5af9eaef7321e,3c02ee36c238db30
S000000077,CCAT50,dev,NEG-Mismatch-S,0,10,10,1,af5a860a0964c77a,3c02ee36c238db30
S000000078,CCAT50,dev,POS,1,11,11,0,3aec482795017b43,b75927f580d771de
S000000079,CCAT50,dev,NEG-Anchor,0,11,11,0,3aec482795017b43,3c1aed90a65ee8b7
S000000080,CCAT50,dev,NEG-neutral,0,11,11,0,3aec482795017b43,ee51db49840aa187
S000000081,CCAT50,dev,NEG-wrong_ref_s,0,11,11,0,3aec482795017b43,775b07ff9a35e86d
S000000082,CCAT50,dev,NEG-Mismatch-S,0,11,11,1,f4df2668c174cb77,b75927f580d771de
S000000083,CCAT50,dev,NEG-Mismatch-S,0,11,11,1,4b692fe7ba654b92,b75927f580d771de
S000000084,CCAT50,dev,NEG-Mismatch-S,0,11,11,1,6bc8c3e7ea16b61a,b75927f580d771de
S000000085,CCAT50,dev,POS,1,12,12,0,aeaffb3a89d46428,313d9e7babcd6426
S000000086,CCAT50,dev,NEG-Anchor,0,12,12,0,aeaffb3a89d46428,584ec43551f6c1a4
S000000087,CCAT50,dev,NEG-neutral,0,12,12,0,aeaffb3a89d46428,460d86c427ce6b6c
S000000088,CCAT50,dev,NEG-wrong_ref_s,0,12,12,0,aeaffb3a89d46428,babfe17114d84411
S000000089,CCAT50,dev,NEG-Mismatch-S,0,12,12,1,92fbbace6b37bead,313d9e7babcd6426
S000000090,CCAT50,dev,NEG-Mismatch-S,0,12,12,1,ea73e2a987968e17,313d9e7babcd6426
S000000091,CCAT50,dev,NEG-Mismatch-S,0,12,12,1,e376234b49c4ddd1,313d9e7babcd6426
S000000092,CCAT50,dev,POS,1,13,13,0,1da439fd7d72bc1a,1b885a09de04a7fc
S000000093,CCAT50,dev,NEG-Anchor,0,13,13,0,1da439fd7d72bc1a,8642bc60c21c15ab
S000000094,CCAT50,dev,NEG-neutral,0,13,13,0,1da439fd7d72bc1a,4b9c25c144fd814b
S000000095,CCAT50,dev,NEG-wrong_ref_s,0,13,13,0,1da439fd7d72bc1a,2cfac93c7e01f1b0
S000000096,CCAT50,dev,NEG-Mismatch-S,0,13,13,1,e2fc02f79875db83,1b885a09de04a7fc
S000000097,CCAT50,dev,NEG-Mismatch-S,0,13,13,1,a401640c4a86d04a,1b885a09de04a7fc
S000000098,CCAT50,dev,NEG-Mismatch-S,0,13,13,1,41247f98937f83a5,1b885a09de04a7fc
S000000099,CCAT50,dev,POS,1,14,14,0,6066c219f833b227,2d659e2e0859886d
S000000100,CCAT50,dev,NEG-Anchor,0,14,14,0,6066c219f833b227,3c8d0a4ac416a4f1
S000000101,CCAT50,dev,NEG-neutral,0,14,14,0,6066c219f833b227,be95a85f9a583212
S000000102,CCAT50,dev,NEG-wrong_ref_s,0,14,14,0,6066c219f833b227,1cb40272e1f7a137
S000000103,CCAT50,dev,NEG-Mismatch-S,0,14,14,1,3fa210025e3bd6b2,2d659e2e0859886d
S000000104,CCAT50,dev,NEG-Mismatch-S,0,14,14,1,4cc038dd319700bf,2d659e2e0859886d
S000000105,CCAT50,dev,NEG-Mismatch-S,0,14,14,1,c3e447528b956ddd,2d659e2e0859886d
S000000106,CCAT50,dev,POS,1,15,15,0,e5c071bb06d1e0f7,1961c94e9aa9e28c
S000000107,CCAT50,dev,NEG-Anchor,0,15,15,0,e5c071bb06d1e0f7,d250f7e8b3de67fb
S000000108,CCAT50,dev,NEG-neutral,0,15,15,0,e5c071bb06d1e0f7,2ebe1653429129f6
S000000109,CCAT50,dev,NEG-wrong_ref_s,0,15,15,0,e5c071bb06d1e0f7,9fc8eb34c603bc03
S000000110,CCAT50,dev,NEG-Mismatch-S,0,15,15,1,ab814c6d6e08ede8,1961c94e9aa9e28c
S000000111,CCAT50,dev,NEG-Mismatch-S,0,15,15,1,b9acddb3488860ea,1961c94e9aa9e28c
S000000112,CCAT50,dev,NEG-Mismatch-S,0,15,15,1,ec9196849e8c7181,1961c94e9aa9e28c
S000000120,CCAT50,dev,POS,1,17,17,0,80cc6956e0b11898,2a4176530c20c6e0
S000000121,CCAT50,dev,NEG-Anchor,0,17,17,0,80cc6956e0b11898,dc59204535f4620b
S000000122,CCAT50,dev,NEG-neutral,0,17,17,0,80cc6956e0b11898,8c41179390040239
S000000123,CCAT50,dev,NEG-wrong_ref_s,0,17,17,0,80cc6956e0b11898,844c4f36c57847fc
S000000124,CCAT50,dev,NEG-Mismatch-S,0,17,17,1,0de3b45c6afef1b0,2a4176530c20c6e0
S000000125,CCAT50,dev,NEG-Mismatch-S,0,17,17,1,6c48d9a6a6b89f3a,2a4176530c20c6e0
S000000126,CCAT50,dev,NEG-Mismatch-S,0,17,17,1,a6fca4bb3bdf1793,2a4176530c20c6e0
S000000127,CCAT50,dev,POS,1,18,18,0,2c8296a4cebc68d5,08ca892613c803dc
S000000128,CCAT50,dev,NEG-Anchor,0,18,18,0,2c8296a4cebc68d5,1717af871165f2af
S000000129,CCAT50,dev,NEG-neutral,0,18,18,0,2c8296a4cebc68d5,a5b5acd1c1b253be
S000000130,CCAT50,dev,NEG-wrong_ref_s,0,18,18,0,2c8296a4cebc68d5,52d47ef574f61175
S000000131,CCAT50,dev,NEG-Mismatch-S,0,18,18,1,90d5b71de04298a4,08ca892613c803dc
S000000132,CCAT50,dev,NEG-Mismatch-S,0,18,18,1,abdddf8cb3cae251,08ca892613c803dc
S000000133,CCAT50,dev,NEG-Mismatch-S,0,18,18,1,63f103841c951409,08ca892613c803dc
S000000134,CCAT50,dev,POS,1,19,19,0,bddf3bd4b2efa4b1,c96097040a86a939
S000000135,CCAT50,dev,NEG-Anchor,0,19,19,0,bddf3bd4b2efa4b1,15e96d5a8f5d55fe
S000000136,CCAT50,dev,NEG-neutral,0,19,19,0,bddf3bd4b2efa4b1,f9f64aeb0821e8d3
S000000137,CCAT50,dev,NEG-wrong_ref_s,0,19,19,0,bddf3bd4b2efa4b1,7b080267d9b2ff55
S000000138,CCAT50,dev,NEG-Mismatch-S,0,19,19,1,6f0bc042cb7caf84,c96097040a86a939
S000000139,CCAT50,dev,NEG-Mismatch-S,0,19,19,1,a49401c57020bb69,c96097040a86a939
S000000140,CCAT50,dev,NEG-Mismatch-S,0,19,19,1,c790b5dc1bf540c1,c96097040a86a939
S000000141,CCAT50,dev,POS,1,20,20,0,f145bab61f14c44c,0560d91248033b94
S000000142,CCAT50,dev,NEG-Anchor,0,20,20,0,f145bab61f14c44c,42cc9989260caf8f
S000000143,CCAT50,dev,NEG-neutral,0,20,20,0,f145bab61f14c44c,35664ed0972897b8
S000000144,CCAT50,dev,NEG-wrong_ref_s,0,20,20,0,f145bab61f14c44c,02cd438e20447a75
S000000145,CCAT50,dev,NEG-Mismatch-S,0,20,20,1,19f5ede9ae2ebfc2,0560d91248033b94
S000000146,CCAT50,dev,NEG-Mismatch-S,0,20,20,1,cc53190b90842fa1,0560d91248033b94
S000000147,CCAT50,dev,NEG-Mismatch-S,0,20,20,1,123a1d3de6af6e88,0560d91248033b94
S000000148,CCAT50,dev,POS,1,21,21,0,5837c18f8654ef30,fa8de9940ac99df1
S000000149,CCAT50,dev,NEG-Anchor,0,21,21,0,5837c18f8654ef30,b3ba116f959a1716
S000000150,CCAT50,dev,NEG-neutral,0,21,21,0,5837c18f8654ef30,6ef3cbbd5e977c46
S000000151,CCAT50,dev,NEG-wrong_ref_s,0,21,21,0,5837c18f8654ef30,aed4fc6864e1630e
S000000152,CCAT50,dev,NEG-Mismatch-S,0,21,21,1,b5e5325df2ebc8a2,fa8de9940ac99df1
S000000153,CCAT50,dev,NEG-Mismatch-S,0,21,21,1,bbc1fa337056d48a,fa8de9940ac99df1
S000000154,CCAT50,dev,NEG-Mismatch-S,0,21,21,1,045449b137d285fe,fa8de9940ac99df1
S000000155,CCAT50,dev,POS,1,22,22,0,dbcd6155684747da,5e3064dfe5378e84
S000000156,CCAT50,dev,NEG-Anchor,0,22,22,0,dbcd6155684747da,4f2626c659cae53e
S000000157,CCAT50,dev,NEG-neutral,0,22,22,0,dbcd6155684747da,52278c87ed86f955
S000000158,CCAT50,dev,NEG-wrong_ref_s,0,22,22,0,dbcd6155684747da,5742cbe50a6d6fe0
S000000159,CCAT50,dev,NEG-Mismatch-S,0,22,22,1,78fe3808be5bd5e6,5e3064dfe5378e84
S000000160,CCAT50,dev,NEG-Mismatch-S,0,22,22,1,d002826f69d0b4ec,5e3064dfe5378e84
S000000161,CCAT50,dev,NEG-Mismatch-S,0,22,22,1,a2a6749b39aa553b,5e3064dfe5378e84
S000000162,CCAT50,dev,POS,1,23,23,0,c61afbc0894779ca,a6077d1d45d7a807
S000000163,CCAT50,dev,NEG-Anchor,0,23,23,0,c61afbc0894779ca,d405ccd6889d9b99
S000000164,CCAT50,dev,NEG-neutral,0,23,23,0,c61afbc0894779ca,655514d9e84f6fe3
S000000165,CCAT50,dev,NEG-wrong_ref_s,0,23,23,0,c61afbc0894779ca,62cb0842c9d681a7
S000000166,CCAT50,dev,NEG-Mismatch-S,0,23,23,1,e64ef8ed00909dbb,a6077d1d45d7a807
S000000167,CCAT50,dev,NEG-Mismatch-S,0,23,23,1,92fbbace6b37bead,a6077d1d45d7a807
S000000168,CCAT50,dev,NEG-Mismatch-S,0,23,23,1,1ec34b90a11808c6,a6077d1d45d7a807
S000000169,CCAT50,dev,POS,1,24,24,0,bf09ead3d881674f,86c0fe0ea82b0a9a
S000000170,CCAT50,dev,NEG-Anchor,0,24,24,0,bf09ead3d881674f,e4580c52598e9b07
S000000171,CCAT50,dev,NEG-neutral,0,24,24,0,bf09ead3d881674f,eafdf0df2999685d
S000000172,CCAT50,dev,NEG-wrong_ref_s,0,24,24,0,bf09ead3d881674f,0acd2ebc55359ecb
S000000173,CCAT50,dev,NEG-Mismatch-S,0,24,24,1,f87736debe6ffb94,86c0fe0ea82b0a9a
S000000174,CCAT50,dev,NEG-Mismatch-S,0,24,24,1,639957d6191f2ab9,86c0fe0ea82b0a9a
S000000175,CCAT50,dev,NEG-Mismatch-S,0,24,24,1,763f7effdd7dec52,86c0fe0ea82b0a9a
S000000176,CCAT50,dev,POS,1,25,25,0,4606b2b9eb5fe12a,3845133f6f743bd2
S000000177,CCAT50,dev,NEG-Anchor,0,25,25,0,4606b2b9eb5fe12a,010d067bf272f1e6
S000000178,CCAT50,dev,NEG-neutral,0,25,25,0,4606b2b9eb5fe12a,0c524e8edbcae267
S000000179,CCAT50,dev,NEG-wrong_ref_s,0,25,25,0,4606b2b9eb5fe12a,44d87616f3634af1
S000000180,CCAT50,dev,NEG-Mismatch-S,0,25,25,1,6d2220fd8afc692a,3845133f6f743bd2
S000000181,CCAT50,dev,NEG-Mismatch-S,0,25,25,1,12416207e610e3c2,3845133f6f743bd2
S000000182,CCAT50,dev,NEG-Mismatch-S,0,25,25,1,43745620a0cc63c9,3845133f6f743bd2
S000000183,CCAT50,dev,POS,1,26,26,0,3e43e500ec6393ca,8f4c128ca0ac81a8
S000000184,CCAT50,dev,NEG-Anchor,0,26,26,0,3e43e500ec6393ca,3e85be457b850032
S000000185,CCAT50,dev,NEG-neutral,0,26,26,0,3e43e500ec6393ca,e24f7a061477565e
S000000187,CCAT50,dev,NEG-Mismatch-S,0,26,26,1,1f8071a583e52e01,8f4c128ca0ac81a8
S000000188,CCAT50,dev,NEG-Mismatch-S,0,26,26,1,ba272d5c33713dcc,8f4c128ca0ac81a8
S000000189,CCAT50,dev,NEG-Mismatch-S,0,26,26,1,b5397ed31d0121aa,8f4c128ca0ac81a8
S000000190,CCAT50,dev,POS,1,27,27,0,7f76588420d3e48d,09ff1274c91ec1ad
S000000191,CCAT50,dev,NEG-Anchor,0,27,27,0,7f76588420d3e48d,351d24163dfb0b21
S000000192,CCAT50,dev,NEG-neutral,0,27,27,0,7f76588420d3e48d,611506b5c04207c7
S000000193,CCAT50,dev,NEG-wrong_ref_s,0,27,27,0,7f76588420d3e48d,dc2618f92eec2428
S000000194,CCAT50,dev,NEG-Mismatch-S,0,27,27,1,095499bd9599d8c8,09ff1274c91ec1ad
S000000195,CCAT50,dev,NEG-Mismatch-S,0,27,27,1,739096de80d81ba6,09ff1274c91ec1ad
S000000196,CCAT50,dev,NEG-Mismatch-S,0,27,27,1,248a2412470303a7,09ff1274c91ec1ad
S000000197,CCAT50,dev,POS,1,28,28,0,c3aa6874140db42b,847327b6241ca1a5
S000000198,CCAT50,dev,NEG-Anchor,0,28,28,0,c3aa6874140db42b,16a8ce8821844ae9
S000000199,CCAT50,dev,NEG-neutral,0,28,28,0,c3aa6874140db42b,497d3b5b81cfe2e0
S000000200,CCAT50,dev,NEG-wrong_ref_s,0,28,28,0,c3aa6874140db42b,b02003f8bd053a19
S000000201,CCAT50,dev,NEG-Mismatch-S,0,28,28,1,39fef3bbdff08732,847327b6241ca1a5
S000000202,CCAT50,dev,NEG-Mismatch-S,0,28,28,1,4228404d25c4f2f8,847327b6241ca1a5
S000000203,CCAT50,dev,NEG-Mismatch-S,0,28,28,1,51c04993639d00c4,847327b6241ca1a5
S000000211,CCAT50,dev,POS,1,30,30,0,15f25b683de24d4d,71f167779ce83e93
S000000212,CCAT50,dev,NEG-Anchor,0,30,30,0,15f25b683de24d4d,23d89038261a1466
S000000213,CCAT50,dev,NEG-neutral,0,30,30,0,15f25b683de24d4d,4f73fea2855addcd
S000000214,CCAT50,dev,NEG-wrong_ref_s,0,30,30,0,15f25b683de24d4d,12504a37d14a18fb
S000000215,CCAT50,dev,NEG-Mismatch-S,0,30,30,1,651642fe796a6e22,71f167779ce83e93
S000000216,CCAT50,dev,NEG-Mismatch-S,0,30,30,1,32a26ba4bde7a05b,71f167779ce83e93
S000000217,CCAT50,dev,NEG-Mismatch-S,0,30,30,1,bdc69c69fbc7ebd1,71f167779ce83e93
S000000218,CCAT50,dev,POS,1,31,31,0,4bc687536c0f5262,a2b14031d38472b7
S000000219,CCAT50,dev,NEG-Anchor,0,31,31,0,4bc687536c0f5262,d54bab103c9957e9
S000000220,CCAT50,dev,NEG-neutral,0,31,31,0,4bc687536c0f5262,dfe8425907e22261
S000000222,CCAT50,dev,NEG-Mismatch-S,0,31,31,1,8b7b8c1624df4ad0,a2b14031d38472b7
S000000223,CCAT50,dev,NEG-Mismatch-S,0,31,31,1,c2e4d962a1b359ee,a2b14031d38472b7
S000000224,CCAT50,dev,NEG-Mismatch-S,0,31,31,1,5b378df99974ec08,a2b14031d38472b7
S000000225,CCAT50,dev,POS,1,32,32,0,f71a5bb3178200fb,85311d305005ed4d
S000000226,CCAT50,dev,NEG-Anchor,0,32,32,0,f71a5bb3178200fb,c8f21a37832ab627
S000000227,CCAT50,dev,NEG-neutral,0,32,32,0,f71a5bb3178200fb,13c33df68da6dff3
S000000228,CCAT50,dev,NEG-wrong_ref_s,0,32,32,0,f71a5bb3178200fb,dc44edc43b18ab0c
S000000229,CCAT50,dev,NEG-Mismatch-S,0,32,32,1,bee92047f37c331f,85311d305005ed4d
S000000230,CCAT50,dev,NEG-Mismatch-S,0,32,32,1,167c683c7d418632,85311d305005ed4d
S000000231,CCAT50,dev,NEG-Mismatch-S,0,32,32,1,60a7b10e431c4c81,85311d305005ed4d
S000000232,CCAT50,dev,POS,1,33,33,0,b4d4eb5a17cca4e3,d2798e4ef0845ede
S000000233,CCAT50,dev,NEG-Anchor,0,33,33,0,b4d4eb5a17cca4e3,4bb0c2708f923da1
S000000234,CCAT50,dev,NEG-neutral,0,33,33,0,b4d4eb5a17cca4e3,a1d6947176163b2e
S000000235,CCAT50,dev,NEG-wrong_ref_s,0,33,33,0,b4d4eb5a17cca4e3,c8cafb9e9e113398
S000000236,CCAT50,dev,NEG-Mismatch-S,0,33,33,1,dfccfa73c25bcaf0,d2798e4ef0845ede
S000000237,CCAT50,dev,NEG-Mismatch-S,0,33,33,1,f52324c83261d811,d2798e4ef0845ede
S000000238,CCAT50,dev,NEG-Mismatch-S,0,33,33,1,b5e5325df2ebc8a2,d2798e4ef0845ede
S000000239,CCAT50,dev,POS,1,34,34,0,b59b56a9936842a5,edb37dca1694039a
S000000240,CCAT50,dev,NEG-Anchor,0,34,34,0,b59b56a9936842a5,4fbfbd150f7a6e4c
S000000241,CCAT50,dev,NEG-neutral,0,34,34,0,b59b56a9936842a5,03db2e1f35399c07
S000000242,CCAT50,dev,NEG-wrong_ref_s,0,34,34,0,b59b56a9936842a5,5d99753c76a92f38
S000000243,CCAT50,dev,NEG-Mismatch-S,0,34,34,1,3994f038dfe8c229,edb37dca1694039a
S000000244,CCAT50,dev,NEG-Mismatch-S,0,34,34,1,f5037098f92f9659,edb37dca1694039a
S000000245,CCAT50,dev,NEG-Mismatch-S,0,34,34,1,228e09d7166ada16,edb37dca1694039a
S000000246,CCAT50,dev,POS,1,35,35,0,7f2b386d95c8c577,d6bb9e24d577eec0
S000000247,CCAT50,dev,NEG-Anchor,0,35,35,0,7f2b386d95c8c577,3cd5e34570381970
S000000248,CCAT50,dev,NEG-neutral,0,35,35,0,7f2b386d95c8c577,ad1f0c4bda39750a
S000000249,CCAT50,dev,NEG-wrong_ref_s,0,35,35,0,7f2b386d95c8c577,f84ec2c7ac2cf02b
S000000250,CCAT50,dev,NEG-Mismatch-S,0,35,35,1,b06f9d08f731a027,d6bb9e24d577eec0
S000000251,CCAT50,dev,NEG-Mismatch-S,0,35,35,1,394544ce8d59af9a,d6bb9e24d577eec0
S000000252,CCAT50,dev,NEG-Mismatch-S,0,35,35,1,fdfeee59069d60af,d6bb9e24d577eec0
S000000253,CCAT50,dev,POS,1,36,36,0,eff5379d3b501945,d88b7f594f37bf0a
S000000254,CCAT50,dev,NEG-Anchor,0,36,36,0,eff5379d3b501945,7331665cb44c5691
S000000255,CCAT50,dev,NEG-neutral,0,36,36,0,eff5379d3b501945,65377ab2468182c4
S000000256,CCAT50,dev,NEG-wrong_ref_s,0,36,36,0,eff5379d3b501945,d64d2984f687305b
S000000257,CCAT50,dev,NEG-Mismatch-S,0,36,36,1,e3521694e408df90,d88b7f594f37bf0a
S000000258,CCAT50,dev,NEG-Mismatch-S,0,36,36,1,75ae12ad9b73216a,d88b7f594f37bf0a
S000000259,CCAT50,dev,NEG-Mismatch-S,0,36,36,1,71ea2f9081613271,d88b7f594f37bf0a
S000000260,CCAT50,dev,POS,1,37,37,0,c48ce7210dd2f6a4,9e207805e1b5a999
S000000261,CCAT50,dev,NEG-Anchor,0,37,37,0,c48ce7210dd2f6a4,01a918de0b0f0fb2
S000000262,CCAT50,dev,NEG-neutral,0,37,37,0,c48ce7210dd2f6a4,8429d6b6118ffc48
S000000263,CCAT50,dev,NEG-wrong_ref_s,0,37,37,0,c48ce7210dd2f6a4,03bbd94daf8bc9dd
S000000264,CCAT50,dev,NEG-Mismatch-S,0,37,37,1,32762fa3e9c057e8,9e207805e1b5a999
S000000265,CCAT50,dev,NEG-Mismatch-S,0,37,37,1,583101a03cf61e34,9e207805e1b5a999
S000000266,CCAT50,dev,NEG-Mismatch-S,0,37,37,1,67881a4515b72250,9e207805e1b5a999
S000000267,CCAT50,dev,POS,1,38,38,0,ea1013a5f5c9104e,96671563ecb7f703
S000000268,CCAT50,dev,NEG-Anchor,0,38,38,0,ea1013a5f5c9104e,0509e762c9cf60aa
S000000269,CCAT50,dev,NEG-neutral,0,38,38,0,ea1013a5f5c9104e,6b07e1cb715a534e
S000000270,CCAT50,dev,NEG-wrong_ref_s,0,38,38,0,ea1013a5f5c9104e,c2f8ac36f1d8924e
S000000271,CCAT50,dev,NEG-Mismatch-S,0,38,38,1,fad1b0fddee15aaa,96671563ecb7f703
